state,year,yield_ton_per_hectare,production_tonnes
The Dadra And Nagar Haveli And Daman And Diu,2015,5.373314829500396,81309.0
The Dadra And Nagar Haveli And Daman And Diu,2016,3.1044075635967894,45641.0
The Dadra And Nagar Haveli And Daman And Diu,2017,5.495983535816238,82786.0
The Dadra And Nagar Haveli And Daman And Diu,2018,2.8719861907678603,51578.0
Tripura,1998,2.0814337427866048,549690.0
Tripura,1999,2.3777659913015805,560380.0
Tripura,2000,2.4535673036007375,605430.0
Tripura,2001,2.5675110526944676,644625.0
Tripura,2002,2.5521290690329836,662645.0
Tripura,2003,2.553698007222148,668290.0
Tripura,2004,2.5043305172309003,659260.0
Tripura,2005,2.51096411151299,653270.0
Tripura,2006,2.6276644501755584,676529.0
Tripura,2007,2.674876485744195,692464.0
Tripura,2008,2.748955556359747,683657.0
Tripura,2009,2.747464567681902,689729.0
Tripura,2010,2.7849433430894788,755505.0
Tripura,2011,2.8176874725917265,771032.0
Tripura,2012,2.919020464719676,766815.0
Tripura,2013,2.9149956902418,771063.0
Tripura,2014,2.954849196315694,801689.0
Tripura,2015,2.9559612799325405,855334.0
Tripura,2016,2.919342650817744,888572.0
Tripura,2017,2.9370059689719517,886174.0
Tripura,2018,2.9009525864103067,860614.0
Tripura,2019,2.9959482273494653,878427.0
Uttar Pradesh,1997,7.696335299554601,160982483.0
Uttar Pradesh,1998,7.338730179193475,155064169.0
Uttar Pradesh,1999,7.646386578360389,158726430.0
Uttar Pradesh,2000,7.041124769550274,147353547.0
Uttar Pradesh,2001,7.589133494906882,160709927.0
Uttar Pradesh,2002,7.852967084793515,157918205.0
Uttar Pradesh,2003,7.674228471465664,160600045.0
Uttar Pradesh,2004,7.855769225098127,159833952.0
Uttar Pradesh,2005,8.240550406796137,163756160.0
Uttar Pradesh,2006,8.306122031301344,174513418.0
Uttar Pradesh,2007,8.16117920618439,166139753.0
Uttar Pradesh,2008,7.389396784471218,154957860.0
Uttar Pradesh,2009,7.897709723824443,159528982.0
Uttar Pradesh,2010,7.996483521623227,166866364.0
Uttar Pradesh,2011,8.429703826627675,179589327.0
Uttar Pradesh,2012,8.900547816595143,188732040.0
Uttar Pradesh,2013,8.995333232297202,192722127.0
Uttar Pradesh,2014,8.661267106226003,183934306.0
Uttar Pradesh,2015,9.189683879341846,188843657.0
Uttar Pradesh,2016,9.846795377129736,211607032.0
Uttar Pradesh,2017,11.007809098507906,233636356.0
Uttar Pradesh,2018,11.17893789195682,239395021.0
Uttar Pradesh,2019,11.146450794975275,238739164.0
Uttar Pradesh,2021,12070.75,
Uttar Pradesh,2022,11828.875,
Uttar Pradesh,2023,12003.875,
Uttarakhand,2000,9.692498714014581,8196510.0
Uttarakhand,2001,9.901396562582217,8317084.0
Uttarakhand,2002,10.450994222110571,8653256.0
Uttarakhand,2003,10.025923767310893,8360297.0
Uttarakhand,2004,9.269795409704814,7780473.0
Uttarakhand,2005,9.495702139979889,7904137.0
Uttarakhand,2006,10.406281713800288,8685218.0
Uttarakhand,2007,11.001779350744448,9014858.0
Uttarakhand,2008,8.561253126642017,7071304.0
Uttarakhand,2009,9.36126749056772,7562631.0
Uttarakhand,2010,9.53548602151865,7723696.0
Uttarakhand,2011,10.021352276870747,7860408.0
Uttarakhand,2012,10.162951305576982,7865606.0
Uttarakhand,2013,9.999021926579642,7554931.0
Uttarakhand,2014,9.871501500186445,7438897.0
Uttarakhand,2015,9.546976324135702,7146160.0
Uttarakhand,2016,9.450450014581628,7031957.0
Uttarakhand,2017,11.060915674582706,8041341.0
Uttarakhand,2018,11.469676845647593,8074274.0
Uttarakhand,2019,12.15052789870773,8467873.0
Uttarakhand,2020,14.09550886142955,9692678.0
Uttarakhand,2021,80000.0,
Uttarakhand,2022,80000.0,
Uttarakhand,2023,82646.0,
West Bengal,1997,2.4208222714165517,16299239.0
West Bengal,1998,2.445545824907837,16523998.0
West Bengal,1999,2.395415479324869,16777708.0
West Bengal,2000,2.4016891412108423,15575408.0
West Bengal,2001,2.563215438382501,16794672.0
West Bengal,2002,2.4960618940741006,17021949.0
West Bengal,2003,2.534647148237016,17547091.0
West Bengal,2004,2.54601482112094,17369654.0
West Bengal,2005,2.545394051747081,17205670.0
West Bengal,2006,2.624597662816428,17471238.0
West Bengal,2007,2.716279555996543,18084408.0
West Bengal,2008,2.6560134274004352,18153796.0
West Bengal,2009,2.6122600700412946,17087535.0
West Bengal,2010,2.774869698331377,16247048.0
West Bengal,2011,2.823286766294209,17971279.0
West Bengal,2012,2.8701041888387575,18486608.0
West Bengal,2013,2.9701752110289186,19440370.0
West Bengal,2014,3.0732124077715732,20195895.0
West Bengal,2015,2.916842912877713,19305364.0
West Bengal,2016,2.997713302104806,19411021.0
West Bengal,2017,3.0899030682170516,20768561.0
West Bengal,2018,3.1376322426832277,21084691.0
West Bengal,2019,3.1782696910592456,21864722.0
West Bengal,2021,19161.0,
West Bengal,2022,17948.4,
West Bengal,2023,15687.4,
